Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
2004-02-16,4.3,0.0,186.0,0.0
2004-02-17,4.2,0.0,184.0,0.0
2004-02-18,4.3,0.0,182.0,0.0
2004-02-19,4.5,0.0,179.0,0.0
2004-02-20,4.8,0.0,177.0,0.0
2004-02-21,4.8,0.0,175.0,0.0
2004-02-22,4.8,0.0,172.0,0.0
2004-02-23,4.7,0.0,170.0,0.0
2004-02-24,4.7,0.0,168.0,0.0
2004-02-25,4.7,0.0,165.0,0.0
2004-02-26,4.6,0.0,163.0,0.0
2004-02-27,4.6,0.0,161.0,0.0
2004-02-28,4.5,0.0,158.0,0.0
2004-02-29,4.5,0.0,156.0,0.0
2004-03-01,4.4,0.0,153.0,0.0
2004-03-02,4.4,0.0,151.0,0.0
2004-03-03,4.3,0.0,149.0,0.0
2004-03-04,4.3,0.0,147.0,0.0
2004-03-05,4.2,0.0,145.0,0.0
2004-03-06,4.2,0.0,143.0,0.0
2004-03-07,4.2,0.0,141.0,0.0
2004-03-08,4.1,0.0,139.0,0.0
2004-03-09,6.96,0.0,137.0,0.0
2004-03-10,10.9,0.0,135.0,0.0
2004-03-11,14.4,0.0,134.0,0.0
2004-03-12,15.4,0.0,137.0,0.0
2004-03-13,16.2,0.0,140.0,0.0
2004-03-14,18.4,0.0,144.0,0.0
2004-03-15,21.0,0.0,147.7,0.0
2004-03-16,23.4,0.0,151.5,0.0
2004-03-17,25.2,0.0,155.3,0.0
2004-03-18,25.7,0.0,158.5,0.0
2004-03-19,24.0,0.0,161.7,0.0
2004-03-20,20.6,0.0,165.0,0.0
2004-03-21,17.1,0.0,168.2,0.0
2004-03-22,12.7,0.0,171.5,0.0
2004-03-23,10.0,0.0,174.9,0.0
2004-03-24,9.2,0.0,177.0,0.0
2004-03-25,9.5,0.0,179.0,0.0
2004-03-26,9.6,0.0,181.0,0.0
2004-03-27,9.6,0.0,182.8,0.0
2004-03-28,9.1,0.0,184.7,0.0
2004-03-29,8.5,0.0,186.6,0.0
2004-03-30,7.9,0.0,187.8,0.0
2004-03-31,7.9,0.0,188.8,0.0
2004-04-01,7.9,0.0,190.0,0.0
2004-04-02,8.1,0.0,191.1,0.0
2004-04-03,8.3,0.0,191.7,0.0
2004-04-04,7.5,0.0,192.4,0.0
2004-04-05,6.5,0.0,192.7,0.0
2004-04-06,5.6,0.0,191.7,0.0
2004-04-07,5.4,0.0,190.0,0.0
2004-04-08,5.8,0.0,188.3,0.0
2004-04-09,6.8,0.0,186.8,0.0
2004-04-10,7.7,0.0,186.3,0.0
2004-04-11,7.9,0.0,186.3,0.0
2004-04-12,7.1,0.0,186.3,0.0
2004-04-13,6.2,0.0,186.3,0.0
2004-04-14,5.8,0.0,185.6,0.0
2004-04-15,5.7,0.0,184.6,0.0
2004-04-16,5.4,0.0,182.9,0.0
2004-04-17,5.0,0.0,180.9,0.0
2004-04-18,4.8,0.0,178.7,0.0
2004-04-19,4.7,0.0,176.5,0.0
2004-04-20,4.6,0.0,174.2,0.0
2004-04-21,4.5,0.0,171.7,0.0
2004-04-22,4.4,0.0,169.4,0.0
2004-04-23,4.3,0.0,167.4,0.0
2004-04-24,4.2,0.0,165.4,0.0
2004-04-25,4.1,0.0,163.3,0.0
2004-04-26,4.0,0.0,161.2,0.0
2004-04-27,3.9,0.0,159.4,0.0
2004-04-28,3.8,0.0,157.3,0.0
2004-04-29,3.7,0.0,155.4,0.0
2004-04-30,3.6,0.0,153.3,0.0
2004-05-01,3.5,0.0,151.3,0.0
2004-05-02,3.4,0.0,149.2,0.0
2004-05-03,3.4,0.0,147.3,0.0
2004-05-04,5.2,0.0,147.3,0.0
2004-05-05,6.9,0.0,146.8,0.0
2004-05-06,8.7,0.0,149.5,0.0
2004-05-07,8.1,0.0,153.5,0.0
2004-05-08,6.5,0.0,157.3,0.0
2004-05-09,5.4,0.0,159.5,0.0
2004-05-10,4.5,0.0,160.5,0.0
2004-05-11,4.3,0.0,160.5,0.0
2004-05-12,4.3,0.0,159.0,0.0
2004-05-13,4.2,0.0,157.2,0.0
2004-05-14,4.1,0.0,155.3,0.0
2004-05-15,4.0,0.0,153.3,0.0
2004-05-16,3.9,0.0,151.2,0.0
2004-05-17,6.3,0.0,149.5,0.0
2004-05-18,7.3,0.0,149.0,0.0
2004-05-19,7.7,0.0,147.2,0.0
2004-05-20,7.7,0.0,145.4,0.0
2004-05-21,7.7,0.0,143.9,0.0
2004-05-22,7.6,0.0,142.4,0.0
2004-05-23,7.6,0.0,140.9,0.0
2004-05-24,7.8,0.0,139.4,0.0
2004-05-25,8.1,0.0,137.4,0.0
2004-05-26,8.3,0.0,135.3,0.0
2004-05-27,6.6,0.0,133.4,0.0
2004-05-28,4.6,0.0,134.9,0.0
2004-05-29,4.1,0.0,134.9,0.0
2004-05-30,3.7,0.0,133.3,0.0
2004-05-31,3.7,0.0,131.7,0.0
2004-06-01,4.5,0.0,130.1,0.0
2004-06-02,4.8,0.0,128.5,0.0
2004-06-03,4.9,0.0,127.2,0.0
2004-06-04,4.9,0.0,126.0,0.0
2004-06-05,4.9,0.0,124.8,0.0
2004-06-06,4.9,0.0,123.6,0.0
2004-06-07,4.8,0.0,122.5,0.0
2004-06-08,5.1,0.0,121.5,0.0
2004-06-09,6.0,0.0,120.6,0.0
2004-06-10,6.3,0.0,119.6,0.0
2004-06-11,6.9,0.0,118.7,0.0
2004-06-12,7.1,0.0,118.2,0.0
2004-06-13,7.1,0.0,117.7,0.0
2004-06-14,7.1,0.0,117.2,0.0
2004-06-15,7.0,0.0,116.7,0.0
2004-06-16,6.9,0.0,116.2,0.0
2004-06-17,6.8,0.0,115.7,0.0
2004-06-18,6.7,0.0,115.2,0.0
2004-06-19,6.6,0.0,114.7,0.0
2004-06-20,6.5,0.0,114.2,0.0
2004-06-21,6.4,0.0,113.7,0.0
2004-06-22,6.3,0.0,113.2,0.0
2004-06-23,6.2,0.0,112.7,0.0
2004-06-24,6.0,0.0,112.2,0.0
2004-06-25,5.9,0.0,111.7,0.0
2004-06-26,5.8,0.0,111.2,0.0
2004-06-27,5.7,0.0,110.7,0.0
2004-06-28,5.6,0.0,110.2,0.0
2004-06-29,5.5,0.0,109.7,0.0
2004-06-30,5.5,0.0,109.2,0.0
2004-07-01,5.4,0.0,108.7,0.0
2004-07-02,5.3,0.0,108.2,0.0
2004-07-03,5.3,0.0,107.2,0.0
2004-07-04,5.6,0.0,106.2,0.0
2004-07-05,5.5,0.0,105.2,0.0
2004-07-06,5.7,0.0,104.2,0.0
2004-07-07,5.7,0.0,103.4,0.0
2004-07-08,5.6,0.0,102.4,0.0
2004-07-09,5.6,0.0,101.4,0.0
2004-07-10,5.6,0.0,100.4,0.0
2004-07-11,5.6,0.0,99.4,0.0
2004-07-12,5.5,0.0,98.4,0.0
2004-07-13,5.5,0.0,97.5,0.0
2004-07-14,5.5,0.0,96.0,0.0
2004-07-15,5.4,0.0,93.0,0.0
2004-07-16,5.4,0.0,90.0,0.0
2004-07-17,5.4,0.0,87.0,0.0
2004-07-18,5.3,0.0,84.0,0.0
2004-07-19,5.3,0.0,81.0,0.0
2004-07-20,5.2,0.0,78.0,0.0
2004-07-21,5.1,0.0,75.0,0.0
2004-07-22,4.9,0.0,72.6,0.0
2004-07-23,4.6,0.0,70.2,0.0
2004-07-24,4.3,0.0,67.8,0.0
2004-07-25,4.0,0.0,65.4,0.0
2004-07-26,4.1,0.0,63.0,0.0
2004-07-27,3.9,0.0,60.6,0.0
2004-07-28,3.6,0.0,58.2,0.0
2004-07-29,3.6,0.0,55.8,0.0
2004-07-30,3.6,0.0,53.4,0.0
2004-07-31,3.5,0.0,51.0,0.0
2004-08-01,3.5,0.0,48.6,0.0
2004-08-02,3.4,0.0,46.2,0.0
2004-08-03,3.3,0.0,43.8,0.0
2004-08-04,3.3,0.0,41.4,0.0
2004-08-05,3.2,0.0,39.0,0.0
2004-08-06,3.2,0.0,36.6,0.0
2004-08-07,3.1,0.0,34.2,0.0
2004-08-08,3.0,0.0,31.8,0.0
2004-08-09,3.0,0.0,29.4,0.0
2004-08-10,2.9,0.0,27.0,0.0
2004-08-11,2.8,0.0,0.0,0.0
2004-08-12,2.7,0.0,0.0,0.0
2004-08-13,2.7,0.0,0.0,0.0
2004-08-14,2.7,0.0,0.0,0.0
2004-08-15,2.6,0.0,0.0,0.0
2004-08-16,2.6,0.0,0.0,0.0
2004-08-17,2.5,0.0,0.0,0.0
2004-08-18,2.4,0.0,0.0,0.0
2004-08-19,2.4,0.0,0.0,0.0
2004-08-20,2.3,0.0,0.0,0.0
2004-08-21,2.2,0.0,0.0,0.0
2004-08-22,2.1,0.0,0.0,0.0
2004-08-23,2.0,0.0,0.0,0.0
2004-08-24,1.9,0.0,0.0,0.0
2004-08-25,1.8,0.0,0.0,0.0
2004-08-26,1.7,0.0,0.0,0.0
2004-08-27,1.6,0.0,0.0,0.0
2004-08-28,1.5,0.0,0.0,0.0
2004-08-29,1.4,0.0,0.0,0.0
2004-08-30,1.3,0.0,0.0,0.0
2004-08-31,1.3,0.0,0.0,0.0
2004-09-01,1.2,0.0,0.0,0.0
2004-09-02,1.1,0.0,0.0,0.0
2004-09-03,1.0,0.0,0.0,0.0
2004-09-04,0.9,0.0,0.0,0.0
2004-09-05,0.9,0.0,0.0,0.0
2004-09-06,1.7,0.0,0.0,0.0
2004-09-07,1.7,0.0,0.0,0.0
2004-09-08,1.9,0.0,0.0,0.0
2004-09-09,1.9,0.0,0.0,0.0
2004-09-10,2.5,0.0,0.0,0.0
2004-09-11,2.5,0.0,0.0,0.0
2004-09-12,2.4,0.0,0.0,0.0
2004-09-13,2.3,0.0,0.0,0.0
2004-09-14,2.15,0.0,0.0,0.0
2004-09-15,2.1,0.0,0.0,0.0
2004-09-16,2.0,0.0,0.0,0.0
2004-09-17,2.0,0.0,0.0,0.0
2004-09-18,1.9,0.0,0.0,0.0
2004-09-19,1.8,0.0,0.0,0.0
2004-09-20,3.2,0.0,0.0,0.0
2004-09-21,4.5,0.0,0.0,0.0
2004-09-22,5.4,0.0,0.0,0.0
2004-09-23,6.5,0.0,0.0,0.0
2004-09-24,7.7,0.0,0.0,0.0
2004-09-25,8.9,0.0,0.0,0.0
2004-09-26,9.8,0.0,0.0,0.0
2004-09-27,10.7,0.0,0.0,0.0
2004-09-28,11.7,0.0,0.0,0.0
2004-09-29,12.2,0.0,0.0,0.0
2004-09-30,13.7,0.0,0.0,0.0
2004-10-01,14.2,0.0,0.0,0.0
2004-10-02,15.3,0.0,0.0,0.0
2004-10-03,17.1,0.0,0.0,0.0
2004-10-04,17.7,0.0,0.0,0.0
2004-10-05,18.3,0.0,0.0,0.0
2004-10-06,18.6,0.0,0.0,0.0
2004-10-07,18.6,0.0,0.0,0.0
2004-10-08,18.6,0.0,0.0,0.0
2004-10-09,18.5,0.0,0.0,0.0
2004-10-10,18.4,0.0,0.0,0.0
2004-10-11,18.9,0.0,0.0,0.0
2004-10-12,19.2,0.0,0.0,0.0
2004-10-13,19.2,0.0,0.0,0.0
2004-10-14,19.2,0.0,0.0,0.0
2004-10-15,19.1,0.0,0.0,0.0
2004-10-16,19.0,0.0,0.0,0.0
2004-10-17,18.9,0.0,0.0,0.0
2004-10-18,19.9,0.0,0.0,0.0
2004-10-19,20.3,0.0,0.0,0.0
2004-10-20,20.5,0.0,0.0,0.0
2004-10-21,21.0,0.0,0.0,0.0
2004-10-22,22.2,0.0,0.0,0.0
2004-10-23,22.9,0.0,0.0,0.0
2004-10-24,23.4,0.0,0.0,0.0
2004-10-25,23.4,0.0,0.0,0.0
2004-10-26,24.8,0.0,0.0,0.0
2004-10-27,27.7,0.0,0.0,0.0
2004-10-28,29.8,0.0,0.0,0.0
2004-10-29,33.1,0.0,0.0,0.0
2004-10-30,37.4,0.0,0.0,33.0
2004-10-31,45.0,0.0,40.77,59.0
2004-11-01,49.6,0.0,175.0,72.0
2004-11-02,52.0,0.0,275.0,78.0
2004-11-03,54.4,0.0,281.0,78.0
2004-11-04,57.0,0.0,285.6,78.0
2004-11-05,58.0,0.0,285.6,78.0
2004-11-06,63.7,20.0,389.73,101.0
2004-11-07,74.5,50.0,475.0,170.0
2004-11-08,92.8,57.0,587.0,250.0
2004-11-09,109.2,129.0,675.0,284.0
2004-11-10,119.7,133.0,699.0,292.0
2004-11-11,128.1,128.0,708.0,292.0
2004-11-12,131.0,123.0,713.0,292.0
2004-11-13,146.4,144.0,773.0,437.0
2004-11-14,173.7,158.0,808.0,491.0
2004-11-15,184.8,160.0,814.0,502.0
2004-11-16,192.4,164.0,819.0,502.0
2004-11-17,196.3,166.0,824.0,502.0
2004-11-18,197.1,166.0,824.0,502.0
2004-11-19,197.9,166.0,822.0,502.0
2004-11-20,198.7,165.0,819.0,502.0
2004-11-21,198.7,164.0,816.0,502.0
2004-11-22,198.7,163.0,813.0,502.0
2004-11-23,198.7,162.0,810.0,502.0
2004-11-24,198.7,161.0,807.0,501.0
2004-11-25,197.9,160.0,804.0,500.0
2004-11-26,198.7,159.0,801.0,499.0
2004-11-27,216.6,160.0,801.0,499.0
2004-11-28,225.1,160.0,801.0,498.0
2004-11-29,247.0,159.0,798.0,496.0
2004-11-30,283.6,159.0,796.0,495.0
2004-12-01,324.2,158.0,793.0,494.0
2004-12-02,363.0,158.0,790.0,492.0
2004-12-03,401.3,157.0,788.0,489.0
2004-12-04,440.3,157.0,786.0,486.0
2004-12-05,478.4,156.0,783.0,483.0
2004-12-06,516.7,156.0,781.0,480.0
2004-12-07,553.8,155.0,778.0,478.0
2004-12-08,588.1,155.0,776.0,476.0
2004-12-09,616.5,145.0,783.0,474.0
2004-12-10,643.9,131.0,793.0,472.0
2004-12-11,674.1,122.0,800.0,469.0
2004-12-12,706.1,110.0,807.0,469.0
2004-12-13,728.9,106.0,808.0,463.0
2004-12-14,749.2,102.0,810.0,460.0
2004-12-15,773.8,100.0,811.0,458.0
2004-12-16,790.2,98.0,811.0,455.0
2004-12-17,806.8,96.0,811.0,452.0
2004-12-18,812.3,94.0,821.0,449.0
2004-12-19,817.8,92.0,833.0,446.0
2004-12-20,822.0,90.0,845.0,443.0
2004-12-21,823.4,89.0,857.0,440.0
2004-12-22,823.4,87.5,868.0,437.0
2004-12-23,823.4,86.5,878.0,434.0
2004-12-24,823.4,86.0,888.0,431.0
2004-12-25,823.4,85.0,899.0,428.0
2004-12-26,823.4,83.0,910.0,424.0
2004-12-27,823.4,81.0,922.0,421.0
2004-12-28,823.4,79.0,941.0,417.0
2004-12-29,820.7,77.0,954.0,413.0
2004-12-30,815.1,75.0,965.0,409.0
2004-12-31,810.9,73.0,975.0,405.0
2005-01-01,805.4,71.0,986.0,401.0
2005-01-02,799.9,69.0,996.0,397.0
2005-01-03,794.4,67.0,1007.0,393.0
2005-01-04,790.2,65.5,1018.0,389.0
2005-01-05,791.6,64.0,1029.0,385.0
2005-01-06,3231.0,759.0,3036.0,2973.0
2005-01-07,809.6,62.0,1049.0,377.0
2005-01-08,822.1,61.5,1060.0,373.0
2005-01-09,829.0,61.0,1073.0,369.0
2005-01-10,836.0,60.5,1086.0,365.0
2005-01-11,843.0,60.0,1102.0,361.0
2005-01-12,850.0,59.5,1118.0,357.0
2005-01-13,855.6,59.0,1134.0,353.0
2005-01-14,861.2,59.0,1149.0,349.0
2005-01-15,866.9,59.0,1164.0,345.0
2005-01-16,872.5,58.5,1179.0,341.0
2005-01-17,876.8,58.5,1194.0,337.0
2005-01-18,878.2,58.5,1209.0,334.0
2005-01-19,875.3,58.0,1225.0,331.0
2005-01-20,869.7,58.0,1243.0,327.0
2005-01-21,864.1,58.0,1261.0,323.0
2005-01-22,858.4,57.5,1279.0,319.0
2005-01-23,852.8,57.5,1297.0,315.0
2005-01-24,850.0,57.5,1315.0,311.0
2005-01-25,854.2,57.0,1333.0,307.0
2005-01-26,859.8,57.0,1351.0,303.0
2005-01-27,864.0,57.0,1369.0,298.0
2005-01-28,864.0,57.0,1387.0,294.0
2005-01-29,862.6,56.5,1405.0,290.0
2005-01-30,861.2,56.5,1423.0,286.0
2005-01-31,858.4,56.5,1440.0,282.0
2005-02-01,851.4,56.5,1458.0,275.0
2005-02-02,842.9,56.0,1476.0,274.0
2005-02-03,834.6,56.0,1494.0,270.0
2005-02-04,829.0,56.0,1510.0,266.0
2005-02-05,824.8,56.0,1526.0,262.0
2005-02-06,822.0,55.5,1542.0,260.0
2005-02-07,817.8,55.5,1558.0,258.0
2005-02-08,815.1,55.5,1573.0,256.0
2005-02-09,810.9,54.5,1588.0,254.0
2005-02-10,806.8,53.5,1604.0,252.0
2005-02-11,798.5,52.5,1620.0,250.0
2005-02-12,792.9,51.6,1635.0,248.0
2005-02-13,783.3,50.8,1649.0,246.0
2005-02-14,771.0,50.0,1664.0,244.0
2005-02-15,756.0,49.2,1679.0,242.0
2005-02-16,742.4,48.4,1695.0,240.0
2005-02-17,728.9,47.6,1711.0,238.0
2005-02-18,715.6,46.8,1727.0,236.0
2005-02-19,702.0,46.0,1741.0,233.0
2005-02-20,688.7,45.2,1755.0,231.0
2005-02-21,674.1,44.1,1769.0,229.0
2005-02-22,658.3,43.6,1781.0,227.0
2005-02-23,633.4,42.8,1797.0,225.0
2005-02-24,610.0,42.0,1813.0,223.0
2005-02-25,586.8,41.2,1829.0,220.0
2005-02-26,562.6,40.4,1845.0,218.0
2005-02-27,537.6,39.8,1860.0,216.0
2005-02-28,515.5,38.2,1874.0,214.0
2005-03-01,495.0,36.4,1887.0,211.0
2005-03-02,472.5,34.6,1900.0,208.0
2005-03-03,450.5,32.6,1914.0,205.0
2005-03-04,428.9,30.6,1926.0,202.0
2005-03-05,407.9,28.6,1938.0,199.0
2005-03-06,387.3,26.6,1950.0,196.0
2005-03-07,368.2,24.6,1958.0,193.0
2005-03-08,351.5,22.6,1964.0,191.0
2005-03-09,336.2,20.6,1970.0,189.0
2005-03-10,323.2,18.6,1975.0,187.0
2005-03-11,311.4,16.6,1979.0,184.0
2005-03-12,300.7,14.8,1982.0,182.0
2005-03-13,288.3,13.4,1982.0,180.0
2005-03-14,278.9,12.0,1982.0,178.0
2005-03-15,267.8,10.4,1982.0,176.0
2005-03-16,258.6,8.6,1983.0,173.0
2005-03-17,250.5,6.8,1980.0,171.0
2005-03-18,243.4,5.0,1977.0,169.0
2005-03-19,236.4,3.2,1973.0,167.0
2005-03-20,230.3,1.9,1968.0,165.0
2005-03-21,225.1,1.1,1963.0,163.0
2005-03-22,223.4,0.4,1955.0,160.0
2005-03-23,222.5,0.0,1947.0,157.0
2005-03-24,221.7,0.0,1939.0,154.0
2005-03-25,220.8,0.0,1931.0,151.0
2005-03-26,220.0,0.0,1923.0,148.0
2005-03-27,219.2,0.0,1915.0,145.0
2005-03-28,218.3,0.0,1907.0,142.0
2005-03-29,217.5,0.0,1899.0,139.0
2005-03-30,216.6,0.0,1891.0,136.0
2005-03-31,215.8,0.0,1883.0,133.0
2005-04-01,214.9,0.0,1873.0,129.0
2005-04-02,214.1,0.0,1864.0,126.0
2005-04-03,213.3,0.0,1855.0,123.0
2005-04-04,212.5,0.0,1846.0,120.0
2005-04-05,214.9,0.0,1837.0,126.0
2005-04-06,236.4,0.0,1870.0,170.0
2005-04-07,235.5,0.0,1861.0,177.0
2005-04-08,257.7,0.0,1852.0,177.0
2005-04-09,256.8,0.0,1843.0,175.0
2005-04-10,255.9,0.0,1834.0,173.0
2005-04-11,255.0,0.0,1825.0,170.0
2005-04-12,254.1,0.0,1816.0,170.0
2005-04-13,253.2,0.0,1807.0,168.0
2005-04-14,252.3,0.0,1794.0,166.0
2005-04-15,251.4,0.0,1784.0,164.0
2005-04-16,250.5,0.0,1775.0,162.0
2005-04-17,249.6,0.0,1766.0,160.0
2005-04-18,248.7,0.0,1757.0,158.0
2005-04-19,247.8,0.0,1748.0,156.0
2005-04-20,246.9,0.0,1739.0,154.0
2005-04-21,246.0,0.0,1730.0,152.0
2005-04-22,245.2,0.0,1721.0,150.0
2005-04-23,244.3,0.0,1712.0,148.0
2005-04-24,243.4,0.0,1703.0,146.0
2005-04-25,242.5,0.0,1694.0,143.0
2005-04-26,241.6,0.0,1685.0,141.0
2005-04-27,240.8,0.0,1676.0,139.0
2005-04-28,239.9,0.0,1667.0,137.0
2005-04-29,239.0,0.0,1658.0,135.0
2005-04-30,237.3,0.0,1649.0,133.0
2005-05-01,235.5,0.0,1640.0,131.0
2005-05-02,238.1,0.0,1631.0,129.0
2005-05-03,236.4,0.0,1622.0,127.0
2005-05-04,234.6,0.0,1613.0,125.0
2005-05-05,232.9,0.0,1604.0,123.0
2005-05-06,231.2,0.0,1595.0,121.0
2005-05-07,231.2,0.0,1586.0,119.0
2005-05-08,229.4,0.0,1577.0,117.0
2005-05-09,227.7,0.0,1568.0,115.0
2005-05-10,226.0,0.0,1559.0,113.0
2005-05-11,224.3,0.0,1550.0,110.0
2005-05-12,222.6,0.0,1541.0,108.0
2005-05-13,220.9,0.0,1532.0,106.0
2005-05-14,219.2,0.0,1523.0,104.0
2005-05-15,217.5,0.0,1514.0,102.0
2005-05-16,215.8,0.0,1505.0,100.0
2005-05-17,214.1,0.0,1496.0,98.0
2005-05-18,212.5,0.0,1487.0,96.0
2005-05-19,210.0,0.0,1478.0,94.0
2005-05-20,207.5,0.0,1469.0,92.0
2005-05-21,205.1,0.0,1460.0,90.0
2005-05-22,202.7,0.0,1451.0,88.0
2005-05-23,200.3,0.0,1442.0,86.0
2005-05-24,197.9,0.0,1433.0,84.0
2005-05-25,195.5,0.0,1424.0,82.0
2005-05-26,193.2,0.0,1415.0,80.0
2005-05-27,190.9,0.0,1406.0,78.0
2005-05-28,188.7,0.0,1397.0,76.0
2005-05-29,186.3,0.0,1388.0,74.0
2005-05-30,184.0,0.0,1379.0,72.0
2005-05-31,181.8,0.0,1370.0,70.0
2005-06-01,179.5,0.0,1361.0,68.0
2005-06-02,177.3,0.0,1352.0,66.0
2005-06-03,175.1,0.0,1343.0,64.0
2005-06-04,173.7,0.0,1334.0,62.0
2005-06-05,171.5,0.0,1325.0,60.0
2005-06-06,169.4,0.0,1316.0,58.0
2005-06-07,167.2,0.0,1307.0,56.0
2005-06-08,165.1,0.0,1298.0,54.0
2005-06-09,163.7,0.0,1289.0,54.0
2005-06-10,1177.0,427.0,1794.0,1908.0
2005-06-11,1153.0,425.0,1797.0,1900.0
2005-06-12,1130.0,423.0,1800.0,1892.0
2005-06-13,155.6,0.0,1253.0,48.0
2005-06-14,153.6,0.0,1244.0,47.0
2005-06-15,151.6,0.0,1235.0,46.0
2005-06-16,149.6,0.0,1226.0,45.0
2005-06-17,147.7,0.0,1217.0,44.0
2005-06-18,145.7,0.0,1208.0,44.0
2005-06-19,143.8,0.0,1199.0,42.0
2005-06-20,141.9,0.0,1190.0,41.0
2005-06-21,143.2,0.0,1181.0,40.0
2005-06-22,141.9,0.0,1172.0,39.0
2005-06-23,140.7,0.0,1163.0,38.0
2005-06-24,138.9,0.0,1154.0,37.0
2005-06-25,137.0,0.0,1145.0,36.0
2005-06-26,135.2,0.0,1136.0,35.0
2005-06-27,133.4,0.0,1127.0,34.0
2005-06-28,131.6,0.0,1118.0,33.0
2005-06-29,129.9,0.0,1109.0,32.0
2005-06-30,128.1,0.0,1100.0,31.0
2005-07-01,126.4,0.0,1091.0,30.0
2005-07-02,124.7,0.0,1082.0,29.0
2005-07-03,123.0,0.0,1073.0,28.0
2005-07-04,121.3,0.0,1064.0,27.0
2005-07-05,119.7,0.0,1055.0,26.0
2005-07-06,118.6,0.0,1046.0,25.0
2005-07-07,117.0,0.0,1037.0,24.0
2005-07-08,115.4,0.0,1028.0,23.0
2005-07-09,113.8,0.0,1019.0,22.0
2005-07-10,112.3,0.0,1010.0,21.0
2005-07-11,110.7,0.0,1001.0,20.0
2005-07-12,109.2,0.0,992.0,19.0
2005-07-13,107.7,0.0,983.0,18.0
2005-07-14,106.2,0.0,974.0,17.0
2005-07-15,105.2,0.0,965.0,16.0
2005-07-16,103.8,0.0,956.0,15.0
2005-07-17,102.3,0.0,947.0,14.0
2005-07-18,100.9,0.0,938.0,13.0
2005-07-19,99.5,0.0,929.0,12.0
2005-07-20,98.6,0.0,920.0,11.0
2005-07-21,99.5,0.0,911.0,15.0
2005-07-22,98.1,0.0,902.0,14.0
2005-07-23,97.2,0.0,893.0,13.0
2005-07-24,96.3,0.0,893.0,13.0
2005-07-25,95.0,0.0,886.0,12.0
2005-07-26,94.1,0.0,877.0,11.0
2005-07-27,93.3,0.0,868.0,10.0
2005-07-28,92.4,0.0,859.0,9.0
2005-07-29,91.5,0.0,850.0,9.0
2005-07-30,90.7,0.0,841.0,8.0
2005-07-31,89.9,0.0,832.0,7.0
2005-08-01,89.0,0.0,823.0,6.0
2005-08-02,88.2,0.0,814.0,5.0
2005-08-03,87.4,0.0,805.0,4.0
2005-08-04,86.6,0.0,796.0,3.0
2005-08-05,85.8,0.0,787.0,2.0
2005-08-06,85.0,0.0,778.0,0.0
2005-08-07,84.2,0.0,769.0,0.0
2005-08-08,83.5,0.0,760.0,0.0
2005-08-09,83.1,0.0,751.0,0.0
2005-08-10,82.3,0.0,742.0,0.0
2005-08-11,81.6,0.0,733.0,0.0
2005-08-12,80.8,0.0,724.0,0.0
2005-08-13,80.1,0.0,715.0,0.0
2005-08-14,79.4,0.0,706.0,0.0
2005-08-15,80.5,0.0,697.0,0.0
2005-08-16,81.6,0.0,688.0,0.0
2005-08-17,83.3,0.0,680.0,0.0
2005-08-18,82.7,0.0,671.0,0.0
